Tag,Chromophore,Solvent,Absorption max (nm)
5782,Cc1ccc(-c2c3ccc([nH]3)c3nc(c(-c4ccc(C#N)cc4)c4ccc([nH]4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4ccc2o4)C=C3)cc1,C1CCOC1,5.26
5786,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CCOC(C)=O,0.74
5789,CN(C)c1ccc(C=CC(=O)c2ccccc2)cc1,CC#N,0.7
5793,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CCOC(C)=O,0.57
5796,CN(C)c1ccc(C=C2Cc3ccccc3C2=O)cc1,CC#N,0.29
5800,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CCOC(C)=O,2.3
5802,CN(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1,CC#N,2.5
5806,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,2.5
5808,CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CC#N,2.9
5809,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CO,3.93
5810,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CCO,4.88
5811,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CCCCO,5.56
5812,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC(C)O,5.49
5813,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CCCCCO,5.49
5814,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,NC=O,4.06
5815,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CNC=O,5.77
5816,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,4.87
5819,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,O,1.2
5820,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC(C)=O,6.0
5821,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC#N,5.97
5822,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,N#Cc1ccccc1,5.78
5823,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClCCl,6.36
5824,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,5.94
5825,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C1CCCCC1,5.46
5826,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)(Cl)Cl,5.69
5827,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CCCCCC,5.36
5828,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC1CCCCC1,5.14
5829,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC(C)CC(C)(C)C,5.17
5830,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CCOC(C)=O,5.69
5831,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C1CCOC1,5.79
5832,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,6.19
5833,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CS(C)=O,6.27
5834,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,6.57
5835,COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,6.17
5836,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CO,2.11
5837,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CNC=O,2.25
5838,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCCCO,2.2
5839,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(C)O,2.1
5840,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCCCCO,2.23
5841,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,NC=O,2.52
5842,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(O)CO,2.06
5844,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC#N,2.19
5845,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,N#Cc1ccccc1,2.43
5846,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,ClC(Cl)Cl,2.35
5847,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1CCCCC1,2.76
5848,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC1CCCCC1,2.7
5849,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(C)CC(C)(C)C,2.58
5850,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCOC(C)=O,2.52
5851,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1CCOC1,2.53
5852,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CN(C)C=O,2.29
5853,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CS(C)=O,2.21
5854,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC1COC(=O)O1,2.29
5855,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,C1COCCO1,2.83
5856,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,COCCOC,2.11
5857,N#Cc1cccc2ccccc12,CCCCCCC,17.66
5858,N#Cc1cccc2ccccc12,C1CCCCC1,15.9
5859,N#Cc1cccc2ccccc12,Cc1ccccc1,12.79
5860,N#Cc1cccc2ccccc12,CCOCC,13.65
5861,N#Cc1cccc2ccccc12,CCCCOC(C)=O,12.94
5862,N#Cc1cccc2ccccc12,CCCOC(C)=O,12.84
5863,N#Cc1cccc2ccccc12,CCOC(C)=O,11.86
5864,N#Cc1cccc2ccccc12,C1CCOC1,10.96
5865,O=C(O)c1ccc2cc3cc(C(=O)O)ccc3cc2c1,C1CCOC1,12.3
5866,O=C(O)c1ccc2cc3cc(C(=O)O)ccc3cc2c1,CN(C)C=O,12.5
5867,O=C([O-])c1ccc2cc3cc(C(=O)[O-])ccc3cc2c1,CN(C)C=O,2.9
5868,O=C(O)c1ccc(C(=O)O)c2cc3ccccc3cc12,C1CCOC1,19.2
5869,O=C(O)c1ccc(C(=O)O)c2cc3ccccc3cc12,CN(C)C=O,12.5
5870,O=C([O-])c1ccc(C(=O)[O-])c2cc3ccccc3cc12,CN(C)C=O,1.0
5871,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,C1CCOC1,8.8
5872,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,CN(C)C=O,5.7
5873,O=C([O-])c1c2ccccc2c(C(=O)[O-])c2ccccc12,CN(C)C=O,2.2
5874,c1ccc2cc3ccccc3cc2c1,C1CCOC1,4.9
5875,CNc1ccc(/C=C/C#N)cc1,C1CCCCC1,0.6
5880,CNc1ccc(/C=C/C#N)cc1,CC#N,0.6
5884,CNc1ccc(/C=C/C#N)cc1,O,1.13
5885,CNc1cccc2c1C(=O)c1ccccc1C2=O,C1CCCCC1,0.44
5886,CNc1cccc2c1C(=O)c1ccccc1C2=O,CCCCCC,0.45
5887,CNc1cccc2c1C(=O)c1ccccc1C2=O,CC1CCCCC1,0.44
5888,CNc1cccc2c1C(=O)c1ccccc1C2=O,CCC(C)CC,0.44
5889,CNc1cccc2c1C(=O)c1ccccc1C2=O,C1CCC2CCCCC2C1,0.45
5890,CNc1cccc2c1C(=O)c1ccccc1C2=O,CCOC(C)=O,0.25
5891,CNc1cccc2c1C(=O)c1ccccc1C2=O,CC#N,0.2
5901,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(F)F,ClC(Cl)Cl,3.11
5902,CO[B-]1(OC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,ClC(Cl)Cl,2.85
5903,CCO[B-]1(OCC)n2c(C)cc(C)c2C(c2ccc(I)cc2)=C2C(C)=CC(C)=[N+]21,ClC(Cl)Cl,3.13
5904,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(OC(C)C)OC(C)C,ClC(Cl)Cl,3.79
5905,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(OCc1ccccc1)OCc1ccccc1,ClC(Cl)Cl,3.94
5906,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(Oc1ccccc1)Oc1ccccc1,ClC(Cl)Cl,0.38
5908,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,ClC(Cl)Cl,0.37
5909,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,ClC(Cl)Cl,4.09
5912,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]21OCCO1,ClC(Cl)Cl,0.93
5913,CC1=CC(C)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)cc(C)n1[B-]2(O)O,ClC(Cl)Cl,3.21
5914,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,CCCCCC,12.8
5915,O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,CCCCCC,12.9
5916,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,CCCCCC,12.4
5917,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,CCCCCC,13.1
5918,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,Cc1ccccc1,13.2
5919,O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,Cc1ccccc1,14.1
5920,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,Cc1ccccc1,11.3
5921,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,Cc1ccccc1,12.4
5922,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,C1CCOC1,11.8
5923,O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,C1CCOC1,13.5
5924,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,C1CCOC1,10.7
5925,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,C1CCOC1,11.1
5926,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,ClCCl,10.4
5927,O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,ClCCl,11.0
5928,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,ClCCl,8.7
5929,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,ClCCl,10.5
5930,CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,CC#N,7.8
5931,O=C1c2ccccc2C(=O)C1C1C(=O)c2c3ccccc3cc3cc4ccccc4c1c23,CC#N,8.4
5932,O=C1C(=c2c(=O)c3c4ccccc4cc4cc5ccccc5c2c43)C(=O)c2ccccc21,CC#N,6.9
5938,CN(C)c1ccc(/C=C/c2cc[n+](C)cc2)cc1,ClC(Cl)Cl,0.15
5951,CN(C)c1ccc(/C=C/c2cc[n+](CCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,ClC(Cl)Cl,0.99
5962,CN(C)c1ccc(/C=C/c2cc[n+](CCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,ClC(Cl)Cl,0.92
5973,CN(C)c1ccc(/C=C/c2cc[n+](CCCCCCCCCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,ClC(Cl)Cl,0.2
5979,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,Cc1ccccc1,4.45
5980,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl,4.73
5981,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,4.31
5982,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1COCCO1,4.43
5983,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCOC1,4.24
5984,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CCOC(C)=O,4.34
5985,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CO,4.25
5986,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,Cc1ccccc1,6.18
5987,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,ClC(Cl)Cl,6.66
5988,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,C1CCCCC1,6.58
5989,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,C1COCCO1,6.44
5990,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,C1CCOC1,6.62
5991,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,CCOC(C)=O,6.74
5992,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(C#Cc4ccccc4)ccc32)cc1,CO,6.51
5993,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,Cc1ccccc1,3.68
5994,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,ClC(Cl)Cl,3.98
5995,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCCCC1,3.64
5996,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1COCCO1,3.68
5997,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,C1CCOC1,3.45
5998,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CCOC(C)=O,3.43
5999,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CO,3.16
6000,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,Cc1ccccc1,4.48
6001,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,ClC(Cl)Cl,4.63
6002,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,C1CCCCC1,4.37
6003,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,C1COCCO1,4.31
6004,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,C1CCOC1,4.09
6005,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,CCOC(C)=O,4.77
6006,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,CO,4.54
6014,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,Cc1ccccc1,2.17
6015,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,ClC(Cl)Cl,1.97
6016,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,C1CCCCC1,1.56
6017,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,C1COCCO1,1.59
6018,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,C1CCOC1,1.4
6019,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,CCOC(C)=O,1.37
6020,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,CO,1.22
6021,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,Cc1ccccc1,2.51
6022,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,ClC(Cl)Cl,2.49
6023,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,C1CCCCC1,1.5
6024,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,C1COCCO1,2.25
6025,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,C1CCOC1,1.78
6026,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,CCOC(C)=O,1.68
6027,COc1ccc2n1[B-](F)(F)[N+]1=C(c3ccccc3)C=CC1=C2c1ccc(C)cc1,CO,1.54
6028,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CO,4.43
6029,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CC#N,3.78
6030,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CC(C)=O,3.38
6031,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CCO,4.16
6032,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CC(=O)O,4.47
6033,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CCOC(C)=O,3.61
6034,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CC(C)O,4.02
6035,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],C1CCOC1,3.77
6036,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],C1CCCCC1,4.0
6037,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CN(C)C=O,2.62
6038,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],CS(C)=O,1.59
6039,CCCCCCCCCCCCCCCCCCC1=[N+]2C(=C(NCCS(=O)(=O)[O-])c3ccc(CCCCCCCCCCCCCCCCCC)n3[B-]2(F)F)C=C1.[Na+],Cc1ccccc1,3.31
6040,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,Cc1ccccc1,0.73
6041,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,C1COCCO1,0.81
6042,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,CCOC(C)=O,0.86
6043,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,C1CCOC1,0.94
6044,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,CC#N,0.46
6045,COc1ccc(C#Cc2ccc(-c3nn[nH]n3)cc2)cc1OC,CS(C)=O,0.66
6046,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CS(C)=O,1.8
6048,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CO,0.5
6049,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CCO,1.22
6050,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CCCCO,1.5
6051,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CCCO,1.34
6052,Cc1c2oc3c(C)c(N)cc(C(=O)NC4OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C5CCCN5C(=O)C(C(C)C)NC4=O)c3nc-2c(C(=O)NC2OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C3CCCN3C(=O)C(C(C)C)NC2=O)c(N)c1=O,CC#N,1.54
